transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,,
1728,2023-05-23,22:30:00,77,Male,51,Electronics,3,50,25,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1728','45069', 0.9375,77,'Male',51,'Electronics',3,50,25,150),"
1829,2022-05-30,22:37:00,58,Male,61,Beauty,3,30,12,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1829','44711', 0.942361111111111,58,'Male',61,'Beauty',3,30,12,90),"
1955,2022-09-15,21:11:00,134,Male,58,Clothing,1,25,6.5,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1955','44819', 0.882638888888889,134,'Male',58,'Clothing',1,25,6.5,25),"
144,2022-03-26,22:18:00,119,Female,59,Beauty,3,500,255,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('144','44646', 0.929166666666667,119,'Female',59,'Beauty',3,500,255,1500),"
474,2022-05-08,17:57:00,145,Female,26,Clothing,3,500,210,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('474','44689', 0.747916666666667,145,'Female',26,'Clothing',3,500,210,1500),"
1144,2022-12-30,21:27:00,148,Female,59,Beauty,3,500,125,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1144','44925', 0.89375,148,'Female',59,'Beauty',3,500,125,1500),"
1474,2022-05-15,20:49:00,84,Female,26,Clothing,3,500,255,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1474','44696', 0.867361111111111,84,'Female',26,'Clothing',3,500,255,1500),"
603,2022-04-18,20:17:00,95,Female,40,Clothing,3,30,14.1,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('603','44669', 0.845138888888889,95,'Female',40,'Clothing',3,30,14.1,90),"
661,2022-08-05,22:09:00,10,Female,44,Clothing,4,25,7,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('661','44778', 0.922916666666667,10,'Female',44,'Clothing',4,25,7,100),"
1603,2023-12-04,20:50:00,132,Female,40,Clothing,3,30,13.2,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1603','45264', 0.868055555555556,132,'Female',40,'Clothing',3,30,13.2,90),"
1661,2023-07-07,19:18:00,20,Female,44,Clothing,4,25,6.25,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1661','45114', 0.804166666666667,20,'Female',44,'Clothing',4,25,6.25,100),"
143,2023-02-11,22:20:00,118,Female,45,Clothing,1,50,27.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('143','44968', 0.930555555555556,118,'Female',45,'Clothing',1,50,27.5,50),"
515,2022-02-13,20:47:00,71,Female,49,Clothing,3,300,75,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('515','44605', 0.865972222222222,71,'Female',49,'Clothing',3,300,75,900),"
1143,2023-05-01,21:10:00,23,Female,45,Clothing,1,50,15,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1143','45047', 0.881944444444444,23,'Female',45,'Clothing',1,50,15,50),"
1515,2023-02-04,21:49:00,107,Female,49,Clothing,3,300,135,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1515','44961', 0.909027777777778,107,'Female',49,'Clothing',3,300,135,900),"
304,2023-03-23,18:35:00,59,Female,37,Electronics,2,30,15.6,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('304','45008', 0.774305555555556,59,'Female',37,'Electronics',2,30,15.6,60),"
676,2023-07-10,22:13:00,80,Male,63,Electronics,3,500,205,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('676','45117', 0.925694444444444,80,'Male',63,'Electronics',3,500,205,1500),"
686,2022-01-06,17:14:00,68,Female,28,Electronics,4,50,23.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('686','44567', 0.718055555555556,68,'Female',28,'Electronics',4,50,23.5,200),"
698,2022-03-17,20:56:00,116,Female,64,Electronics,1,300,123,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('698','44637', 0.872222222222222,116,'Female',64,'Electronics',1,300,123,300),"
1304,2022-09-26,22:19:00,4,Female,37,Electronics,2,30,9.3,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1304','44830', 0.929861111111111,4,'Female',37,'Electronics',2,30,9.3,60),"
1676,2023-09-21,20:22:00,91,Male,63,Electronics,3,500,210,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1676','45190', 0.848611111111111,91,'Male',63,'Electronics',3,500,210,1500),"
1686,2023-12-10,20:41:00,151,Female,28,Electronics,4,50,26,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1686','45270', 0.861805555555556,151,'Female',28,'Electronics',4,50,26,200),"
1698,2022-04-07,21:50:00,146,Female,64,Electronics,1,300,105,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1698','44658', 0.909722222222222,146,'Female',64,'Electronics',1,300,105,300),"
709,2022-09-22,22:32:00,61,Female,19,Electronics,2,500,140,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('709','44826', 0.938888888888889,61,'Female',19,'Electronics',2,500,140,1000),"
1709,2023-09-13,20:22:00,97,Female,19,Electronics,2,500,185,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1709','45182', 0.848611111111111,97,'Female',19,'Electronics',2,500,185,1000),"
114,2022-04-17,20:57:00,92,Female,22,Beauty,4,25,9.25,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('114','44668', 0.872916666666667,92,'Female',22,'Beauty',4,25,9.25,100),"
359,2022-12-15,21:49:00,122,Male,50,Clothing,1,50,22.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('359','44910', 0.909027777777778,122,'Male',50,'Clothing',1,50,22.5,50),"
1114,2022-08-18,22:19:00,100,Female,22,Beauty,4,25,12,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1114','44791', 0.929861111111111,100,'Female',22,'Beauty',4,25,12,100),"
1359,2022-05-17,22:21:00,55,Male,50,Clothing,1,50,19,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1359','44698', 0.93125,55,'Male',50,'Clothing',1,50,19,50),"
773,2023-01-14,19:10:00,3,Male,25,Electronics,4,500,175,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('773','44940', 0.798611111111111,3,'Male',25,'Electronics',4,500,175,2000),"
1773,2023-12-12,18:50:00,80,Male,25,Electronics,4,500,165,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1773','45272', 0.784722222222222,80,'Male',25,'Electronics',4,500,165,2000),"
127,2023-05-20,19:37:00,40,Female,33,Clothing,2,25,7.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('127','45066', 0.817361111111111,40,'Female',33,'Clothing',2,25,7.5,50),"
213,2023-08-13,20:48:00,113,Male,27,Beauty,3,500,275,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('213','45151', 0.866666666666667,113,'Male',27,'Beauty',3,500,275,1500),"
487,2023-04-09,21:03:00,36,Male,44,Clothing,4,500,235,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('487','45025', 0.877083333333333,36,'Male',44,'Clothing',4,500,235,2000),"
495,2022-06-24,21:06:00,131,Male,24,Beauty,2,30,11.7,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('495','44736', 0.879166666666667,131,'Male',24,'Beauty',2,30,11.7,60),"
605,2023-10-19,22:24:00,76,Male,37,Electronics,2,500,180,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('605','45218', 0.933333333333333,76,'Male',37,'Electronics',2,500,180,1000),"
1127,2022-03-15,19:26:00,87,Female,33,Clothing,2,25,13,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1127','44635', 0.809722222222222,87,'Female',33,'Clothing',2,25,13,50),"
1213,2023-06-21,17:23:00,41,Male,27,Beauty,3,500,185,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1213','45098', 0.724305555555556,41,'Male',27,'Beauty',3,500,185,1500),"
1487,2023-02-01,19:01:00,131,Male,44,Clothing,4,500,140,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1487','44958', 0.792361111111111,131,'Male',44,'Clothing',4,500,140,2000),"
1495,2023-03-14,22:37:00,113,Male,24,Beauty,2,30,16.2,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1495','44999', 0.942361111111111,113,'Male',24,'Beauty',2,30,16.2,60),"
1605,2022-01-24,19:39:00,2,Male,37,Electronics,2,500,165,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1605','44585', 0.81875,2,'Male',37,'Electronics',2,500,165,1000),"
105,2023-06-18,18:05:00,82,Female,22,Electronics,1,500,230,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('105','45095', 0.753472222222222,82,'Female',22,'Electronics',1,500,230,500),"
299,2023-01-25,20:03:00,76,Male,61,Electronics,2,500,230,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('299','44951', 0.835416666666667,76,'Male',61,'Electronics',2,500,230,1000),"
934,2022-11-22,18:20:00,111,Male,30,Beauty,1,500,240,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('934','44887', 0.763888888888889,111,'Male',30,'Beauty',1,500,240,500),"
1105,2022-11-12,19:09:00,19,Female,22,Electronics,1,500,270,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1105','44877', 0.797916666666667,19,'Female',22,'Electronics',1,500,270,500),"
1299,2022-05-08,18:58:00,11,Male,61,Electronics,2,500,250,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1299','44689', 0.790277777777778,11,'Male',61,'Electronics',2,500,250,1000),"
1934,2022-09-08,17:06:00,69,Male,30,Beauty,1,500,150,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1934','44812', 0.7125,69,'Male',30,'Beauty',1,500,150,500),"
270,2022-12-17,17:46:00,84,Male,43,Electronics,1,300,117,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('270','44912', 0.740277777777778,84,'Male',43,'Electronics',1,300,117,300),"
338,2022-02-05,21:26:00,44,Male,54,Beauty,2,50,20,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('338','44597', 0.893055555555556,44,'Male',54,'Beauty',2,50,20,100),"
543,2022-04-16,20:30:00,121,Male,49,Beauty,2,300,75,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('543','44667', 0.854166666666667,121,'Male',49,'Beauty',2,300,75,600),"
1270,2022-08-25,22:54:00,84,Male,43,Electronics,1,300,108,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1270','44798', 0.954166666666667,84,'Male',43,'Electronics',1,300,108,300),"
1338,2022-01-25,19:55:00,31,Male,54,Beauty,2,50,19,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1338','44586', 0.829861111111111,31,'Male',54,'Beauty',2,50,19,100),"
1543,2022-10-03,22:40:00,73,Male,49,Beauty,2,300,123,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1543','44837', 0.944444444444444,73,'Male',49,'Beauty',2,300,123,600),"
557,2023-09-27,20:01:00,155,Female,20,Beauty,3,30,12.9,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('557','45196', 0.834027777777778,155,'Female',20,'Beauty',3,30,12.9,90),"
702,2023-03-03,17:18:00,66,Female,60,Clothing,2,300,78,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('702','44988', 0.720833333333333,66,'Female',60,'Clothing',2,300,78,600),"
864,2023-07-31,22:16:00,139,Female,51,Electronics,1,500,215,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('864','45138', 0.927777777777778,139,'Female',51,'Electronics',1,500,215,500),"
1557,2022-08-04,17:01:00,14,Female,20,Beauty,3,30,10.2,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1557','44777', 0.709027777777778,14,'Female',20,'Beauty',3,30,10.2,90),"
1702,2023-07-31,21:54:00,102,Female,60,Clothing,2,300,87,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1702','45138', 0.9125,102,'Female',60,'Clothing',2,300,87,600),"
1864,2023-04-30,21:00:00,112,Female,51,Electronics,1,500,190,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1864','45046', 0.875,112,'Female',51,'Electronics',1,500,190,500),"
254,2022-12-14,22:45:00,104,Male,41,Electronics,1,500,165,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('254','44909', 0.947916666666667,104,'Male',41,'Electronics',1,500,165,500),"
295,2022-02-01,20:23:00,80,Female,27,Beauty,3,300,105,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('295','44593', 0.849305555555556,80,'Female',27,'Beauty',3,300,105,900),"
457,2022-11-28,22:49:00,38,Female,58,Beauty,3,300,147,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('457','44893', 0.950694444444444,38,'Female',58,'Beauty',3,300,147,900),"
668,2022-06-17,20:33:00,135,Female,62,Electronics,3,50,24.5,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('668','44729', 0.85625,135,'Female',62,'Electronics',3,50,24.5,150),"
850,2023-09-14,19:01:00,58,Female,26,Beauty,2,500,235,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('850','45183', 0.792361111111111,58,'Female',26,'Beauty',2,500,235,1000),"
1254,2023-04-12,18:24:00,86,Male,41,Electronics,1,500,180,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1254','45028', 0.766666666666667,86,'Male',41,'Electronics',1,500,180,500),"
1295,2023-11-04,19:28:00,86,Female,27,Beauty,3,300,81,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1295','45234', 0.811111111111111,86,'Female',27,'Beauty',3,300,81,900),"
1457,2023-03-25,21:31:00,140,Female,58,Beauty,3,300,108,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1457','45010', 0.896527777777778,140,'Female',58,'Beauty',3,300,108,900),"
1668,2023-03-13,21:40:00,132,Female,62,Electronics,3,50,14,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1668','44998', 0.902777777777778,132,'Female',62,'Electronics',3,50,14,150),"
1850,2022-02-16,20:44:00,154,Female,26,Beauty,2,500,240,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1850','44608', 0.863888888888889,154,'Female',26,'Beauty',2,500,240,1000),"
541,2022-12-25,18:37:00,39,Male,56,Beauty,1,500,215,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('541','44920', 0.775694444444444,39,'Male',56,'Beauty',1,500,215,500),"
980,2022-10-14,19:51:00,147,Female,31,Electronics,3,25,12.5,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('980','44848', 0.827083333333333,147,'Female',31,'Electronics',3,25,12.5,75),"
1541,2023-10-02,22:17:00,57,Male,56,Beauty,1,500,195,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1541','45201', 0.928472222222222,57,'Male',56,'Beauty',1,500,195,500),"
1980,2023-08-23,20:30:00,112,Female,31,Electronics,3,25,6.5,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1980','45161', 0.854166666666667,112,'Female',31,'Electronics',3,25,6.5,75),"
262,2023-09-15,20:33:00,30,Female,32,Beauty,4,30,12.6,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('262','45184', 0.85625,30,'Female',32,'Beauty',4,30,12.6,120),"
467,2022-01-24,22:39:00,151,Female,53,Electronics,3,50,14.5,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('467','44585', 0.94375,151,'Female',53,'Electronics',3,50,14.5,150),"
1262,2022-08-13,20:33:00,127,Female,32,Beauty,4,30,8.4,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1262','44786', 0.85625,127,'Female',32,'Beauty',4,30,8.4,120),"
1467,2023-08-13,19:31:00,89,Female,53,Electronics,3,50,14,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1467','45151', 0.813194444444444,89,'Female',53,'Electronics',3,50,14,150),"
463,2023-01-29,20:22:00,55,Female,54,Beauty,3,500,175,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('463','44955', 0.848611111111111,55,'Female',54,'Beauty',3,500,175,1500),"
1463,2022-07-29,19:45:00,98,Female,54,Beauty,3,500,170,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1463','44771', 0.822916666666667,98,'Female',54,'Beauty',3,500,170,1500),"
598,2022-06-23,17:02:00,7,Male,37,Beauty,4,30,11.1,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('598','44735', 0.709722222222222,7,'Male',37,'Beauty',4,30,11.1,120),"
667,2022-12-01,18:46:00,22,Female,29,Electronics,1,500,190,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('667','44896', 0.781944444444444,22,'Female',29,'Electronics',1,500,190,500),"
672,2022-02-17,19:44:00,1,Female,34,Beauty,2,50,27.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('672','44609', 0.822222222222222,1,'Female',34,'Beauty',2,50,27.5,100),"
1598,2023-01-15,19:17:00,126,Male,37,Beauty,4,30,9.9,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1598','44941', 0.803472222222222,126,'Male',37,'Beauty',4,30,9.9,120),"
1667,2022-07-04,19:09:00,40,Female,29,Electronics,1,500,125,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1667','44746', 0.797916666666667,40,'Female',29,'Electronics',1,500,125,500),"
1672,2023-03-28,22:34:00,87,Female,34,Beauty,2,50,15.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1672','45013', 0.940277777777778,87,'Female',34,'Beauty',2,50,15.5,100),"
949,2023-06-20,20:28:00,21,Female,41,Electronics,2,25,9,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('949','45097', 0.852777777777778,21,'Female',41,'Electronics',2,25,9,50),"
1949,2022-11-11,20:24:00,105,Female,41,Electronics,2,25,12.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1949','44876', 0.85,105,'Female',41,'Electronics',2,25,12.5,50),"
27,2023-12-14,19:44:00,39,Female,38,Beauty,2,25,8.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('27','45274', 0.822222222222222,39,'Female',38,'Beauty',2,25,8.25,50),"
347,2022-03-26,19:31:00,26,Male,42,Electronics,1,25,7,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('347','44646', 0.813194444444444,26,'Male',42,'Electronics',1,25,7,25),"
687,2022-06-27,17:14:00,86,Female,53,Electronics,1,300,150,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('687','44739', 0.718055555555556,86,'Female',53,'Electronics',1,300,150,300),"
1027,2022-04-30,21:00:00,131,Female,38,Beauty,2,25,7.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1027','44681', 0.875,131,'Female',38,'Beauty',2,25,7.5,50),"
1347,2023-11-21,21:55:00,7,Male,42,Electronics,1,25,13,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1347','45251', 0.913194444444444,7,'Male',42,'Electronics',1,25,13,25),"
1687,2023-02-17,22:27:00,102,Female,53,Electronics,1,300,81,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1687','44974', 0.935416666666667,102,'Female',53,'Electronics',1,300,81,300),"
549,2022-11-03,19:39:00,114,Female,50,Beauty,2,50,12.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('549','44868', 0.81875,114,'Female',50,'Beauty',2,50,12.5,100),"
675,2023-07-19,18:10:00,26,Female,45,Clothing,2,30,15.9,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('675','45126', 0.756944444444444,26,'Female',45,'Clothing',2,30,15.9,60),"
730,2022-02-20,19:38:00,131,Female,36,Clothing,2,25,13.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('730','44612', 0.818055555555556,131,'Female',36,'Clothing',2,25,13.25,50),"
798,2023-01-20,21:19:00,73,Male,61,Clothing,1,50,15,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('798','44946', 0.888194444444444,73,'Male',61,'Clothing',1,50,15,50),"
1549,2023-11-15,19:25:00,109,Female,50,Beauty,2,50,14.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1549','45245', 0.809027777777778,109,'Female',50,'Beauty',2,50,14.5,100),"
1675,2022-05-17,19:55:00,152,Female,45,Clothing,2,30,16.2,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1675','44698', 0.829861111111111,152,'Female',45,'Clothing',2,30,16.2,60),"
1730,2023-08-14,19:17:00,116,Female,36,Clothing,2,25,10.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1730','45152', 0.803472222222222,116,'Female',36,'Clothing',2,25,10.75,50),"
